frame,episode_id,heldout_episode,planner_phase,progress,ridge,hidden_cosine_to_sensitive,hidden_pred_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000007,episode_000001,episode_000001,alignment,7,0.01,0.980816732604556,47.650952120440714,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.006846935504550366,0.0017270555184663882,0.004216164204356032,0.005110945552587509,0.36717526946979534,0.6941337575075031,0.4364086066156793,0.5430778536044941
episode_000001_000008,episode_000001,episode_000001,alignment,8,0.01,0.96484203297537,47.19212141111812,0.36975830119880587,0.004932924074310957,0.01586702523057637,0.369384765625,0.713213669373188,0.8861228694106106,0.013197070524031393,0.0024730423082752894,0.009637436572064007,0.008669864386320114,0.2113646245264338,0.4872553227464895,0.5018490448467542,0.7036447370502688
episode_000001_000009,episode_000001,episode_000001,alignment,9,0.01,0.980096313238596,46.98463516819135,0.39205001728209254,0.004389696180351584,0.01373756029830637,0.39178466796875,0.7115152631743655,0.8588684199301815,0.01337893656961283,0.001835616647512277,0.007172288549298423,0.011143820360302925,0.1267186466485799,0.21530514061748088,0.5847966165257856,0.8219031225230007
episode_000001_000010,episode_000001,episode_000001,alignment,10,0.01,0.8823599154609214,52.80953733091279,0.24606591479817472,0.0028579581812319867,0.009911411133477254,0.245849609375,0.5626869796832417,0.7222288825932577,0.004004601930340572,0.0013339190679258703,0.0033125720825764784,0.0018122810870409012,0.03401864415769698,0.06713190810078479,0.5286683355255447,0.9395425069603577
episode_000001_000011,episode_000001,episode_000001,alignment,11,0.01,0.9531379621427457,43.65487315228953,0.4351253687166503,0.0035001796644642167,0.009947826928247663,0.43499755859375,0.7078091426930296,0.8627097423615382,0.009324828583901802,0.0006568609244237132,0.0031385942880683033,0.008756151422858238,0.18861404094646658,0.4137721484918009,0.519195101746563,0.7335241528120995
episode_000001_000012,episode_000001,episode_000001,alignment,12,0.01,0.988799038562644,53.9057001512728,0.5402390469878231,0.0028896831363723558,0.008707940077852049,0.5401611328125,0.7800609416677184,0.8982556686358422,0.008289411890446359,0.0023897295800102024,0.0013504597191270138,0.00782175175845623,0.2575457895111709,0.5545441917469693,0.5225151521565475,0.6698388859714536
episode_000001_000013,episode_000001,episode_000001,alignment,13,0.01,0.9852954698199764,43.49353829176479,0.6079372989800294,0.004231958340257568,0.009449656358595853,0.60784912109375,0.7863229644874554,0.8897122997514065,0.0023809415591957996,0.001597375320464818,0.0008097732691314003,0.0015689302235841751,0.3693019530375506,0.6966481411976458,0.41702101144990483,0.5303431672273865
episode_000001_000014,episode_000001,episode_000001,alignment,14,0.01,0.9794660805836705,45.28892072801264,0.6433077782777848,0.004745880814139908,0.01144368057959996,0.6431884765625,0.8038039638332795,0.9068308677689305,0.010519451474803392,0.0019321484970529325,0.0007851792329683126,0.010310633108019829,0.46034462043278684,0.8048175514415824,0.3434593434004926,0.42729242309600135
episode_000001_000015,episode_000001,episode_000001,alignment,15,0.01,0.9387843626239932,40.19461071834097,0.4693031790476232,0.0033607694161129024,0.007043756290723845,0.46923828125,0.5435955057955972,0.652863695844262,0.0447063479016333,0.002055037128908063,0.0032357787972344806,0.044541711919009686,0.2059532610330609,0.4416984442274241,0.33764224476253635,0.6211277340646311
episode_000001_000016,episode_000001,episode_000001,alignment,16,0.01,0.9449151780172119,34.754983517513104,0.5833696886307106,0.005057960682790249,0.010572124795723701,0.583251953125,0.6126002145558244,0.7529702077839843,0.02892164617011658,0.0017498460479681813,0.0024676026585671814,0.02876300737261772,0.30204296051651447,0.5806528335522648,0.3105572540393099,0.506949306677087
