feature,token_index,token_l2_mean,token_l2_std,token_cosine_mean,token_cosine_std,real_token_variance,sim_token_variance,variance_ratio_sim_over_real
vision_backbone.output,196,203.83888534770387,28.43020807052215,0.3847395643846747,0.10691569525050222,24.392840786402136,26.086088300384123,1.069415757221926
vision_backbone.output,197,204.5391935709959,25.55600099683655,0.3741369108675623,0.09494218639740712,25.40692702985834,26.682007184087027,1.0501863193738545
vision_backbone.output,198,216.23893570141777,28.67812147522563,0.4123643073972604,0.1022893324552887,26.197566674636203,26.619479537495597,1.0161050401397729
vision_backbone.output,199,219.8795263901189,22.12562855332204,0.4285520136409361,0.08366691422184808,25.57271082520139,26.712685939144116,1.0445777970796628
vision_backbone.output,200,243.35187782664997,29.642354270824427,0.5022434154947351,0.09480706160625282,26.342035785383988,28.012003381899195,1.063395540501156
vision_backbone.output,201,247.51977549994314,21.996475723200565,0.47715977951595945,0.08829208664331015,30.51823813959155,29.08130108031859,0.95291546475585
vision_backbone.output,202,254.07457592141682,27.65229014163571,0.5187207882258785,0.09857600438814756,29.8379335785119,27.874674989441313,0.9342025953672459
vision_backbone.output,203,237.13305016780726,14.228400064654574,0.4703444130012612,0.07801095172295651,27.88058139143244,27.755287194124683,0.9955060407260281
vision_backbone.output,204,251.4604642033268,26.202395627950306,0.548306799588116,0.09344722252871177,25.30650756701095,27.903340243277047,1.102615213473837
vision_backbone.output,205,240.13154183342263,39.540233269891985,0.5135205000222282,0.14546914890452164,24.984667180790296,27.525546460908593,1.1016975436067395
vision_backbone.output,206,231.61417612966343,43.6018241265376,0.46026947649989,0.15802527881831868,27.208574867782858,28.468023884466618,1.046288680050459
vision_backbone.output,207,175.44160621691455,51.96086144799448,0.2608613400630454,0.18090884795744755,28.191910960751997,33.05397535140575,1.1724631011151596
vision_backbone.output,208,196.35113587685873,50.22792303190417,0.3698008790662268,0.17265990946944507,24.008114230135995,26.87960780714082,1.1196051280612622
vision_backbone.output,209,202.25283752204624,32.95630910487444,0.39604681562784694,0.12709559153521816,23.030143553561146,25.327877881926526,1.0997707340825533
vision_backbone.output,210,227.5409054485365,37.08444587437047,0.4690559172689896,0.12459010936987826,24.98497786907418,26.361297315194115,1.0550858781357382
vision_backbone.output,211,211.195927220551,32.093364968417255,0.419383672237662,0.12081734009721501,23.98483972374697,25.449935123106275,1.0610842272132734
vision_backbone.output,212,212.12298306957877,26.076035349489832,0.4269117074372391,0.09579493634858942,24.411139772921224,24.488576524397775,1.003172189098784
vision_backbone.output,213,208.65405490978017,30.251577797996234,0.4088747858090713,0.1020776487031494,25.512308334512433,23.967725770966638,0.9394573574725764
vision_backbone.output,214,220.59622093324575,26.393395466678623,0.4429865049540531,0.09342197049810301,26.427882531428924,24.536081234536823,0.9284164633832352
vision_backbone.output,215,234.39424793574403,27.233848549289036,0.4879960367163178,0.09920173200639242,26.176903458956268,25.963936291693887,0.9918643101696005
vision_backbone.output,216,237.7128478032357,13.313964654891938,0.47377876320248563,0.055411882085400176,28.52287880887825,26.603400347946177,0.9327039015313349
